Id,Member,Date_Out,Date_In
359,SSVD,09/01/2013,06/03/2013
218,MATD,19/01/2013,03/02/2013
380,GEIO,23/01/2013,12/02/2013
712,GEJG,23/01/2013,30/01/2013
576,FAUZ,23/01/2013,25/03/2013
162,ENUE,24/01/2013,12/04/2013
204,MAEQ,26/01/2013,21/02/2013
712,GEJJ,26/01/2013,28/02/2013
409,SSPN,29/01/2013,06/02/2013
438,CHQK,11/02/2013,03/03/2013
197,MABC,15/02/2013,01/05/2013
473,FAGC,18/02/2013,14/04/2013
38,FAWH,18/02/2013,30/03/2013
188,MAZY,23/02/2013,24/04/2013
866,ENBL,26/02/2013,02/05/2013
985,MABW,28/02/2013,27/04/2013
482,COVN,02/03/2013,02/06/2013
205,CHVE,03/03/2013,25/03/2013
338,ENQJ,09/03/2013,13/03/2013
243,COYX,11/03/2013,24/03/2013
195,FAZJ,11/03/2013,11/05/2013
311,GEMR,12/03/2013,18/04/2013
787,GEIO,15/03/2013,16/04/2013
737,SSOK,21/03/2013,23/03/2013
576,GEPN,25/03/2013,30/03/2013
335,FAVT,09/04/2013,27/05/2013
372,GEXP,10/04/2013,19/06/2013
515,SSKC,10/04/2013,24/05/2013
55,MAHK,10/04/2013,16/04/2013
158,FAIF,15/04/2013,10/06/2013
761,BICP,16/04/2013,21/04/2013
562,CHZA,23/04/2013,28/05/2013
164,SSXO,25/04/2013,01/08/2013
748,GEOL,26/04/2013,21/06/2013
154,CHCX,28/04/2013,31/05/2013
199,BIHH,29/04/2013,05/08/2013
212,BIHX,29/04/2013,01/08/2013
990,PHIW,04/05/2013,06/07/2013
937,MABC,05/05/2013,23/06/2013
429,CHUA,09/05/2013,22/06/2013
601,BIBN,10/05/2013,05/08/2013
923,MATD,11/05/2013,01/07/2013
647,COOZ,13/05/2013,31/05/2013
266,COHD,13/05/2013,16/06/2013
619,MALW,18/05/2013,19/06/2013
733,FAFN,20/05/2013,21/07/2013
388,GEJG,21/05/2013,11/06/2013
41,MAEQ,24/05/2013,23/07/2013
647,FAOU,29/05/2013,05/08/2013
473,SSJM,30/05/2013,14/07/2013
91,GEIO,02/06/2013,05/08/2013
476,CHBZ,03/06/2013,07/09/2013
121,ENQV,04/06/2013,26/06/2013
260,MAVW,12/06/2013,28/06/2013
687,GEJJ,14/06/2013,30/06/2013
188,GEDA,14/06/2013,31/07/2013
386,MADP,14/06/2013,16/08/2013
321,ENOK,15/06/2013,05/09/2013
451,CHAZ,23/06/2013,04/09/2013
191,MAZY,24/06/2013,19/09/2013
221,MAGP,04/07/2013,09/10/2013
432,ENUE,06/07/2013,04/10/2013
205,GEOD,10/07/2013,21/07/2013
80,COVN,14/07/2013,27/09/2013
127,GEMR,17/07/2013,23/08/2013
928,GEPH,20/07/2013,08/09/2013
563,FAZJ,23/07/2013,24/10/2013
935,ENBL,26/07/2013,23/10/2013
524,COHD,28/07/2013,28/08/2013
134,CHVR,31/07/2013,01/08/2013
586,ENUC,05/08/2013,02/10/2013
952,SSNA,06/08/2013,17/10/2013
563,FAPU,10/08/2013,12/09/2013
194,SSQT,10/08/2013,26/10/2013
238,SSLM,13/08/2013,20/10/2013
67,FAFN,15/08/2013,28/08/2013
310,MABC,21/08/2013,25/10/2013
415,SSOQ,22/08/2013,27/09/2013
676,FAWH,26/08/2013,17/11/2013
207,GEOD,27/08/2013,06/10/2013
191,MAHK,01/09/2013,26/09/2013
189,GEZP,03/09/2013,03/11/2013
963,PHQP,06/09/2013,02/11/2013
482,FAOU,12/09/2013,18/09/2013
884,GEAW,14/09/2013,27/11/2013
718,SSPN,16/09/2013,25/11/2013
508,CHUA,16/09/2013,23/09/2013
722,FAIF,17/09/2013,24/11/2013
133,SSVT,25/09/2013,29/11/2013
309,SSOK,30/09/2013,09/11/2013
347,FAUZ,02/10/2013,17/12/2013
361,FAGC,03/10/2013,04/01/2014
513,GEMR,04/10/2013,19/10/2013
623,FAVT,05/10/2013,04/12/2013
352,MALW,07/10/2013,15/01/2014
270,CHSA,12/10/2013,02/01/2014
652,SSKC,12/10/2013,04/12/2013
304,GEJJ,17/10/2013,25/12/2013
221,BICP,20/10/2013,17/12/2013
596,GEFK,23/10/2013,10/11/2013
372,ENHQ,23/10/2013,09/01/2014
762,ENOK,24/10/2013,25/12/2013
917,GEPN,25/10/2013,12/11/2013
231,SSVD,01/11/2013,27/11/2013
666,MABW,04/11/2013,04/12/2013
359,MAGP,05/11/2013,01/12/2013
442,BIBN,10/11/2013,31/12/2013
931,ENUC,11/11/2013,08/01/2014
800,CHQK,14/11/2013,18/11/2013
233,GEDA,15/11/2013,18/11/2013
546,BIWZ,19/11/2013,10/12/2013
248,GEFK,20/11/2013,21/01/2014
163,ENQV,20/11/2013,21/01/2014
604,MADP,23/11/2013,28/11/2013
519,GEVK,27/11/2013,30/01/2014
240,GEOL,01/12/2013,14/01/2014
445,PHMR,02/12/2013,11/01/2014
509,SSPN,03/12/2013,03/03/2014
706,SSOQ,06/12/2013,22/02/2014
116,PHQP,06/12/2013,06/03/2014
261,CHBZ,08/12/2013,13/12/2013
857,CORF,09/12/2013,11/12/2013
830,GEXP,14/12/2013,07/03/2014
484,BIHX,14/12/2013,01/03/2014
249,BISI,14/12/2013,18/02/2014
232,GEAW,23/12/2013,29/01/2014
362,COYX,25/12/2013,11/01/2014
713,COVN,01/01/2014,07/01/2014
462,CHUA,06/01/2014,24/03/2014
526,GEJG,10/01/2014,09/03/2014
997,SSJM,14/01/2014,10/02/2014
855,CHAZ,14/01/2014,24/02/2014
977,SSQT,18/01/2014,29/03/2014
661,SSAM,20/01/2014,21/02/2014
750,FAFN,26/01/2014,23/03/2014
431,BIBN,03/02/2014,29/04/2014
40,FAZJ,06/02/2014,04/03/2014
698,MABW,08/02/2014,22/04/2014
217,MAZY,13/02/2014,12/05/2014
896,MAGP,14/02/2014,09/03/2014
225,ENUC,14/02/2014,07/04/2014
878,GEOL,18/02/2014,15/05/2014
731,GEZP,19/02/2014,27/04/2014
704,MAVW,20/02/2014,02/03/2014
704,PHIW,21/02/2014,10/04/2014
325,GEVK,22/02/2014,27/02/2014
9,ENQJ,03/03/2014,04/03/2014
434,SSKC,03/03/2014,11/05/2014
133,CHVE,06/03/2014,04/04/2014
945,GEDA,07/03/2014,26/05/2014
537,ENBL,08/03/2014,05/05/2014
237,BIHH,20/03/2014,30/05/2014
751,SSXO,22/03/2014,01/06/2014
452,PHMR,25/03/2014,08/04/2014
785,COOZ,25/03/2014,22/05/2014
345,CHQK,27/03/2014,17/05/2014
586,GEOD,27/03/2014,12/06/2014
792,SSOQ,28/03/2014,04/07/2014
321,MAHK,28/03/2014,05/06/2014
356,FAPU,01/04/2014,19/06/2014
718,CHAZ,06/04/2014,02/05/2014
351,SSNA,08/04/2014,12/04/2014
718,SSLM,11/04/2014,30/04/2014
826,ENUC,17/04/2014,05/07/2014
298,COVN,22/04/2014,26/05/2014
0,SSVT,23/04/2014,15/06/2014
422,MADP,23/04/2014,02/06/2014
884,GEIO,28/04/2014,14/06/2014
725,CHZA,28/04/2014,07/07/2014
780,CHCX,29/04/2014,30/04/2014
999,MABW,06/05/2014,23/05/2014
594,GEZP,16/05/2014,23/06/2014
196,FAFN,18/05/2014,06/08/2014
411,COHD,19/05/2014,19/06/2014
270,SSOK,24/05/2014,03/06/2014
73,GEPH,25/05/2014,21/08/2014
908,FAOU,26/05/2014,26/06/2014
348,FAWH,30/05/2014,31/07/2014
106,MAEQ,03/06/2014,05/09/2014
444,CHSA,06/06/2014,23/07/2014
434,GEFK,07/06/2014,04/09/2014
446,CHAZ,09/06/2014,28/08/2014
623,FAIF,16/06/2014,20/07/2014
708,MABC,18/06/2014,27/07/2014
919,MATD,26/06/2014,10/09/2014
196,PHIW,02/07/2014,15/09/2014
374,SSXO,07/07/2014,01/10/2014
766,FAZJ,10/07/2014,24/07/2014
595,ENQJ,11/07/2014,08/10/2014
451,GEMR,11/07/2014,10/09/2014
87,CHVR,12/07/2014,23/09/2014
931,ENQV,24/07/2014,23/09/2014
986,FAVT,24/07/2014,01/09/2014
218,BIBN,27/07/2014,28/09/2014
309,MALW,28/07/2014,05/11/2014
191,BIWZ,31/07/2014,08/10/2014
125,BIHX,31/07/2014,30/10/2014
173,SSJM,04/08/2014,26/10/2014
282,ENUE,04/08/2014,26/10/2014
529,FAUZ,06/08/2014,17/09/2014
480,GEVK,06/08/2014,09/08/2014
439,SSPN,08/08/2014,25/09/2014
603,GEOL,20/08/2014,31/10/2014
290,ENBL,27/08/2014,13/11/2014
224,CHBZ,27/08/2014,07/10/2014
920,CHSA,31/08/2014,16/09/2014
479,GEPN,02/09/2014,22/11/2014
135,FAVT,02/09/2014,23/11/2014
939,SSAM,09/09/2014,16/10/2014
958,CORF,11/09/2014,16/11/2014
771,BICP,12/09/2014,01/10/2014
446,SSVD,12/09/2014,22/09/2014
140,ENUC,24/09/2014,04/10/2014
883,SSQT,02/10/2014,26/11/2014
68,GEJJ,05/10/2014,01/01/2015
970,BISI,07/10/2014,11/12/2014
598,FAGC,08/10/2014,17/11/2014
351,ENOK,09/10/2014,10/10/2014
372,GEXP,13/10/2014,22/10/2014
710,CHUA,15/10/2014,30/10/2014
653,MAEQ,17/10/2014,14/12/2014
755,COHD,20/10/2014,09/01/2015
745,GEDA,26/10/2014,04/01/2015
673,GEOD,31/10/2014,21/12/2014
104,CHUA,01/11/2014,01/02/2015
931,MADP,02/11/2014,23/01/2015
815,GEFK,04/11/2014,27/11/2014
969,PHQP,07/11/2014,24/01/2015
383,ENUE,10/11/2014,02/02/2015
19,COYX,12/11/2014,16/11/2014
832,GEVK,15/11/2014,06/01/2015
662,FAWH,16/11/2014,24/11/2014
242,GEJG,20/11/2014,14/01/2015
619,FAPU,21/11/2014,11/12/2014
911,CHCX,27/11/2014,17/01/2015
741,CORF,18/12/2014,14/02/2015
810,GEAW,21/12/2014,02/03/2015
591,MAVW,24/12/2014,07/03/2015
769,SSQT,25/12/2014,08/02/2015
813,ENHQ,25/12/2014,15/02/2015
827,MATD,27/12/2014,07/03/2015
47,FAGC,29/12/2014,07/04/2015
957,BIBN,30/12/2014,17/02/2015
387,MAZY,31/12/2014,23/01/2015
627,CHBZ,04/01/2015,07/04/2015
641,MAGP,07/01/2015,12/02/2015
481,GEPH,18/01/2015,21/02/2015
31,ENQV,19/01/2015,02/03/2015
533,FAWH,20/01/2015,23/03/2015
762,FAIF,25/01/2015,12/02/2015
510,SSNA,26/01/2015,25/04/2015
669,CHVE,27/01/2015,27/03/2015
155,COOZ,30/01/2015,10/02/2015
144,PHMR,03/02/2015,06/05/2015
832,BIHH,04/02/2015,27/02/2015
72,MALW,06/02/2015,21/03/2015
875,SSVD,06/02/2015,22/04/2015
802,MAHK,11/02/2015,17/04/2015
467,FAIF,13/02/2015,04/05/2015
569,MABC,14/02/2015,27/03/2015
800,FAFN,15/02/2015,07/03/2015
876,SSOK,15/02/2015,23/05/2015
561,GEPN,16/02/2015,23/02/2015
751,BICP,21/02/2015,16/04/2015
458,BIHX,21/02/2015,10/03/2015
387,BISI,01/03/2015,03/03/2015
197,BIWZ,04/03/2015,29/03/2015
992,CHQK,06/03/2015,30/05/2015
242,GEPN,11/03/2015,04/05/2015
490,SSKC,17/03/2015,13/06/2015
620,CHVR,19/03/2015,02/05/2015
868,CHZA,25/03/2015,07/04/2015
318,ENUC,25/03/2015,08/04/2015
40,ENBL,09/04/2015,26/06/2015
852,FAOU,14/04/2015,14/06/2015
775,SSOQ,15/04/2015,02/07/2015
80,MABC,17/04/2015,15/07/2015
877,GEZP,17/04/2015,14/06/2015
439,GEOL,20/04/2015,22/05/2015
32,SSLM,22/04/2015,01/05/2015
188,MABW,22/04/2015,17/06/2015
236,FAGC,26/04/2015,03/07/2015
890,FAVT,04/05/2015,29/06/2015
229,ENOK,05/05/2015,26/07/2015
475,FAZJ,10/05/2015,12/08/2015
531,GEJJ,13/05/2015,08/08/2015
675,GEIO,21/05/2015,24/06/2015
850,ENQV,22/05/2015,29/07/2015
750,COOZ,22/05/2015,14/08/2015
914,COVN,25/05/2015,09/06/2015
955,ENUC,31/05/2015,15/06/2015
483,PHQP,01/06/2015,03/06/2015
386,MAEQ,02/06/2015,22/07/2015
503,SSVT,12/06/2015,14/07/2015
230,GEAW,21/06/2015,01/09/2015
789,GEXP,24/06/2015,31/08/2015
244,GEDA,25/06/2015,18/08/2015
987,CHQK,03/07/2015,26/09/2015
945,MAZY,03/07/2015,20/08/2015
234,BIHH,07/07/2015,22/07/2015
471,PHIW,08/07/2015,27/07/2015
629,PHQP,13/07/2015,18/08/2015
675,MAGP,14/07/2015,26/09/2015
612,SSPN,17/07/2015,15/09/2015
629,CHCX,18/07/2015,10/09/2015
225,GEJG,23/07/2015,21/08/2015
527,BIBN,25/07/2015,10/08/2015
875,SSXO,30/07/2015,14/08/2015
410,MAVW,30/07/2015,30/08/2015
985,COYX,01/08/2015,04/10/2015
465,GEIO,04/08/2015,02/09/2015
329,CHAZ,15/08/2015,20/11/2015
459,CHSA,18/08/2015,23/11/2015
505,SSJM,20/08/2015,25/10/2015
295,SSNA,21/08/2015,14/10/2015
782,GEMR,24/08/2015,08/11/2015
877,MALW,29/08/2015,14/09/2015
966,GEDA,05/09/2015,17/11/2015
166,MADP,05/09/2015,13/12/2015
626,GEFK,06/09/2015,02/12/2015
119,CHBZ,08/09/2015,30/10/2015
24,FAUZ,12/09/2015,25/09/2015
348,COHD,15/09/2015,01/12/2015
104,ENUE,15/09/2015,18/09/2015
678,FAPU,18/09/2015,09/11/2015
736,GEPN,30/09/2015,19/11/2015
780,MATD,01/10/2015,16/11/2015
311,ENQJ,04/10/2015,17/12/2015
792,FAUZ,06/10/2015,07/10/2015
616,BIBN,08/10/2015,13/12/2015
200,SSAM,16/10/2015,25/11/2015
763,MABW,31/10/2015,04/12/2015
279,FAUZ,04/11/2015,05/01/2016
135,COVN,06/11/2015,21/01/2016
1001,ENHQ,07/11/2015,08/11/2015
822,CHVE,09/11/2015,29/12/2015
464,GEOD,13/11/2015,12/02/2016
38,PHQP,17/11/2015,31/12/2015
210,MABC,18/11/2015,14/12/2015
819,SSQT,24/11/2015,02/12/2015
530,GEVK,30/11/2015,08/03/2016
741,MAHK,30/11/2015,12/02/2016
576,SSPN,02/12/2015,24/01/2016
505,SSVT,06/12/2015,19/02/2016
784,CORF,07/12/2015,20/02/2016
371,MAGP,08/12/2015,07/03/2016
619,GEPH,08/12/2015,28/12/2015
346,PHMR,10/12/2015,07/02/2016
799,CHQK,14/12/2015,10/03/2016
356,CHZA,26/12/2015,05/01/2016
754,CHVR,31/12/2015,08/01/2016
645,CHUA,07/01/2016,12/01/2016
360,GEOL,09/01/2016,16/01/2016
731,FAFN,11/01/2016,11/02/2016
927,FAGC,23/01/2016,20/04/2016
93,COYX,25/01/2016,12/04/2016
511,ENUE,29/01/2016,28/02/2016
920,PHQP,31/01/2016,26/04/2016
109,SSXO,02/02/2016,26/03/2016
165,BIHX,02/02/2016,09/05/2016
422,SSJM,03/02/2016,06/04/2016
35,ENUC,07/02/2016,15/04/2016
743,FAZJ,13/02/2016,19/03/2016
65,FAWH,16/02/2016,02/03/2016
458,FAUZ,19/02/2016,24/02/2016
727,FAPU,21/02/2016,10/05/2016
346,BIHH,26/02/2016,19/04/2016
699,MAEQ,26/02/2016,18/03/2016
181,FAIF,28/02/2016,16/05/2016
240,BISI,02/03/2016,23/04/2016
297,CHCX,05/03/2016,11/06/2016
40,SSOK,05/03/2016,01/05/2016
595,GEAW,06/03/2016,02/04/2016
576,BICP,08/03/2016,01/06/2016
278,CHZA,12/03/2016,02/04/2016
998,BIBN,13/03/2016,13/04/2016
122,ENOK,15/03/2016,25/05/2016
55,FAWH,23/03/2016,09/05/2016
850,BIWZ,23/03/2016,16/06/2016
48,CHVR,26/03/2016,06/05/2016
367,FAOU,30/03/2016,08/04/2016
129,SSLM,06/04/2016,17/05/2016
796,MALW,09/04/2016,28/06/2016
604,GEDA,13/04/2016,15/06/2016
35,ENQV,14/04/2016,11/06/2016
24,SSVD,21/04/2016,16/07/2016
987,ENQJ,28/04/2016,17/06/2016
879,MATD,28/04/2016,18/07/2016
329,CHAZ,02/05/2016,30/05/2016
683,GEIO,06/05/2016,07/07/2016
691,FAOU,06/05/2016,21/06/2016
535,SSVT,08/05/2016,29/06/2016
869,ENHQ,10/05/2016,13/06/2016
240,GEJJ,11/05/2016,12/06/2016
825,FAVT,11/05/2016,30/05/2016
169,GEXP,15/05/2016,09/07/2016
455,SSOK,23/05/2016,21/07/2016
472,SSQT,23/05/2016,16/06/2016
273,GEJG,28/05/2016,13/07/2016
324,MAVW,30/05/2016,07/08/2016
780,GEZP,30/05/2016,08/08/2016
965,ENBL,04/06/2016,18/08/2016
155,SSOQ,04/06/2016,11/07/2016
546,MAZY,04/06/2016,05/08/2016
608,BIBN,07/06/2016,04/08/2016
750,SSKC,08/06/2016,30/06/2016
391,GEMR,10/06/2016,27/07/2016
784,GEJJ,13/06/2016,09/08/2016
1001,SSPN,16/06/2016,24/09/2016
120,MABC,16/06/2016,30/07/2016
224,PHIW,22/06/2016,08/07/2016
400,BIHH,06/07/2016,12/10/2016
445,CHVR,06/07/2016,29/07/2016
203,GEOL,10/07/2016,13/09/2016
995,MADP,13/07/2016,09/10/2016
582,COOZ,15/07/2016,27/09/2016
239,MABW,16/07/2016,20/10/2016
707,COVN,19/07/2016,12/08/2016
639,MAEQ,20/07/2016,08/10/2016
341,SSAM,22/07/2016,20/10/2016
40,SSXO,25/07/2016,03/10/2016
232,CHSA,26/07/2016,29/07/2016
840,GEVK,28/07/2016,11/10/2016
273,CHCX,30/07/2016,22/10/2016
458,CHQK,01/08/2016,22/08/2016
772,CORF,02/08/2016,31/10/2016
291,FAUZ,12/08/2016,20/09/2016
400,CHUA,12/08/2016,28/09/2016
438,FAOU,18/08/2016,02/09/2016
842,GEPH,27/08/2016,27/10/2016
418,SSOQ,29/08/2016,22/11/2016
761,BIHX,31/08/2016,25/10/2016
3,MATD,31/08/2016,15/10/2016
814,SSNA,31/08/2016,29/11/2016
563,SSKC,01/09/2016,26/11/2016
512,GEPN,01/09/2016,24/10/2016
617,BICP,07/09/2016,07/12/2016
582,COYX,18/09/2016,23/12/2016
116,GEJG,23/09/2016,06/10/2016
253,GEOD,05/10/2016,21/11/2016
454,SSLM,06/10/2016,12/12/2016
926,FAFN,09/10/2016,12/10/2016
732,CHVE,10/10/2016,14/10/2016
930,SSQT,11/10/2016,04/11/2016
387,CHBZ,12/10/2016,02/01/2017
875,CHAZ,15/10/2016,12/01/2017
652,GEOL,18/10/2016,25/11/2016
363,GEXP,19/10/2016,16/01/2017
589,COHD,20/10/2016,25/01/2017
377,MAHK,25/10/2016,06/01/2017
203,ENUE,04/11/2016,16/11/2016
881,GEFK,08/11/2016,05/01/2017
552,SSJM,10/11/2016,19/11/2016
803,FAZJ,18/11/2016,18/02/2017
438,BISI,03/12/2016,18/01/2017
508,PHQP,06/12/2016,11/03/2017
405,CHZA,08/12/2016,30/01/2017
928,ENUC,09/12/2016,22/02/2017
68,MABC,13/12/2016,09/03/2017
741,MALW,14/12/2016,20/03/2017
230,CHUA,15/12/2016,01/02/2017
119,SSQT,21/12/2016,05/01/2017
96,GEJG,23/12/2016,23/02/2017
855,GEOL,27/12/2016,28/02/2017
430,FAIF,02/01/2017,08/03/2017
232,FAWH,03/01/2017,01/03/2017
543,COYX,10/01/2017,26/03/2017
852,PHMR,16/01/2017,25/02/2017
138,GEJJ,19/01/2017,27/02/2017
880,COVN,21/01/2017,17/03/2017
267,ENBL,22/01/2017,21/02/2017
986,BIHX,22/01/2017,24/02/2017
274,GEAW,23/01/2017,17/03/2017
250,MAGP,29/01/2017,09/03/2017
798,BIWZ,30/01/2017,15/04/2017
844,GEIO,06/02/2017,13/03/2017
258,MAVW,06/02/2017,20/04/2017
958,CHSA,09/02/2017,23/03/2017
328,GEOD,11/02/2017,29/03/2017
309,CORF,16/02/2017,27/05/2017
599,SSAM,16/02/2017,08/05/2017
654,GEXP,17/02/2017,29/03/2017
786,COOZ,17/02/2017,31/03/2017
937,FAUZ,22/02/2017,26/05/2017
236,MAZY,23/02/2017,16/05/2017
56,CHQK,25/02/2017,17/03/2017
74,GEOL,11/03/2017,05/04/2017
706,FAGC,14/03/2017,30/05/2017
731,BICP,16/03/2017,01/04/2017
398,CHBZ,16/03/2017,02/05/2017
782,CHZA,22/03/2017,25/04/2017
454,CHCX,24/03/2017,10/05/2017
844,ENHQ,24/03/2017,22/06/2017
734,BISI,24/03/2017,26/06/2017
826,FAVT,29/03/2017,14/05/2017
173,COOZ,03/04/2017,12/04/2017
554,FAOU,06/04/2017,21/05/2017
14,GEPH,08/04/2017,13/07/2017
675,BIWZ,20/04/2017,16/06/2017
159,FAPU,24/04/2017,25/05/2017
242,GEMR,26/04/2017,20/06/2017
16,CHUA,02/05/2017,27/07/2017
676,PHIW,03/05/2017,24/05/2017
943,SSXO,04/05/2017,10/08/2017
651,GEXP,06/05/2017,18/05/2017
862,ENOK,08/05/2017,30/07/2017
402,MABC,08/05/2017,02/06/2017
7,PHMR,10/05/2017,10/07/2017
817,ENQV,15/05/2017,16/06/2017
835,BIHH,17/05/2017,07/06/2017
936,GEDA,20/05/2017,15/06/2017
793,SSJM,22/05/2017,20/06/2017
481,FAZJ,23/05/2017,07/07/2017
265,COYX,27/05/2017,22/08/2017
601,MABW,28/05/2017,14/07/2017
113,PHIW,01/06/2017,23/07/2017
194,SSOK,02/06/2017,03/09/2017
244,GEFK,05/06/2017,04/07/2017
774,GEVK,08/06/2017,24/08/2017
958,ENQJ,09/06/2017,11/06/2017
3,SSVT,10/06/2017,06/09/2017
901,SSPN,15/06/2017,27/07/2017
876,MABC,15/06/2017,16/06/2017
484,ENQJ,19/06/2017,13/08/2017
345,CHVR,22/06/2017,25/09/2017
227,SSVD,22/06/2017,13/07/2017
772,ENBL,26/06/2017,29/06/2017
150,FAWH,29/06/2017,15/09/2017
737,FAIF,29/06/2017,01/10/2017
469,GEZP,29/06/2017,28/08/2017
842,BIBN,04/07/2017,23/09/2017
653,GEAW,10/07/2017,06/08/2017
673,SSNA,12/07/2017,07/09/2017
294,ENUE,13/07/2017,01/10/2017
958,BIHX,19/07/2017,14/08/2017
72,GEPN,20/07/2017,20/08/2017
793,SSQT,25/07/2017,29/08/2017
512,SSAM,03/08/2017,11/09/2017
108,FAUZ,04/08/2017,16/08/2017
644,FAVT,04/08/2017,24/08/2017
341,MADP,07/08/2017,16/10/2017
511,MAGP,11/08/2017,05/09/2017
105,ENBL,11/08/2017,08/10/2017
174,MAZY,12/08/2017,31/10/2017
20,MATD,23/08/2017,18/11/2017
320,FAOU,24/08/2017,22/10/2017
847,SSLM,03/09/2017,19/11/2017
896,CORF,06/09/2017,07/11/2017
81,CHVE,07/09/2017,15/09/2017
654,SSPN,09/09/2017,30/11/2017
314,BIWZ,12/09/2017,17/11/2017
640,GEVK,13/09/2017,14/12/2017
677,SSKC,17/09/2017,06/12/2017
549,MAEQ,18/09/2017,27/09/2017
899,BICP,18/09/2017,02/12/2017
173,MALW,25/09/2017,14/12/2017
229,FAGC,01/10/2017,21/12/2017
554,GEAW,01/10/2017,31/10/2017
300,ENOK,06/10/2017,01/01/2018
333,COVN,06/10/2017,31/12/2017
303,FAFN,10/10/2017,25/10/2017
348,BISI,13/10/2017,31/10/2017
390,SSNA,17/10/2017,22/12/2017
750,CHBZ,18/10/2017,07/12/2017
42,FAIF,23/10/2017,01/01/2018
753,FAZJ,30/10/2017,13/11/2017
98,SSOQ,03/11/2017,18/11/2017
754,GEFK,06/11/2017,01/02/2018
113,ENUC,06/11/2017,23/11/2017
910,GEZP,08/11/2017,14/11/2017
692,GEJG,19/11/2017,23/11/2017
348,GEJJ,21/11/2017,23/12/2017
943,COHD,29/11/2017,06/02/2018
952,GEZP,04/12/2017,13/03/2018
917,SSVT,05/12/2017,11/02/2018
489,MAGP,10/12/2017,12/02/2018
191,CHVR,11/12/2017,19/02/2018
278,GEJG,11/12/2017,30/12/2017
260,FAFN,11/12/2017,22/02/2018
152,BIHX,20/12/2017,14/03/2018
169,CHAZ,23/12/2017,11/02/2018
295,MAHK,24/12/2017,03/02/2018
908,GEIO,25/12/2017,28/02/2018
802,SSKC,31/12/2017,07/04/2018
428,COOZ,05/01/2018,31/03/2018
589,CHSA,07/01/2018,30/03/2018
12,COVN,10/01/2018,26/03/2018
986,ENQV,17/01/2018,22/02/2018
575,SSJM,18/01/2018,27/03/2018
568,FAPU,24/01/2018,29/03/2018
686,SSOQ,24/01/2018,11/04/2018
1001,MAZY,28/01/2018,10/03/2018
353,GEMR,01/02/2018,21/03/2018
918,BICP,04/02/2018,29/04/2018
822,FAUZ,09/02/2018,07/03/2018
199,FAWH,10/02/2018,25/04/2018
681,CHCX,10/02/2018,08/03/2018
939,CHQK,20/02/2018,26/02/2018
469,FAGC,21/02/2018,25/05/2018
337,PHQP,27/02/2018,06/06/2018
215,GEXP,05/03/2018,27/05/2018
110,GEOL,07/03/2018,10/06/2018
384,GEPN,11/03/2018,16/06/2018
869,MAVW,12/03/2018,03/04/2018
430,CHZA,17/03/2018,08/04/2018
98,GEOD,19/03/2018,20/05/2018
68,MAHK,19/03/2018,04/05/2018
536,GEPH,28/03/2018,24/05/2018
561,MATD,29/03/2018,07/07/2018
4,CHSA,03/04/2018,07/07/2018
937,PHMR,05/04/2018,11/07/2018
365,CHUA,05/04/2018,10/07/2018
150,BIWZ,06/04/2018,23/06/2018
556,BIBN,07/04/2018,14/04/2018
960,BIHH,14/04/2018,22/04/2018
79,CHZA,15/04/2018,03/05/2018
128,SSJM,15/04/2018,04/05/2018
9,CORF,17/04/2018,15/05/2018
925,ENQV,20/04/2018,09/07/2018
35,MAZY,28/04/2018,20/07/2018
400,SSQT,03/05/2018,08/05/2018
382,SSKC,07/05/2018,10/07/2018
836,ENBL,10/05/2018,19/06/2018
875,GEDA,16/05/2018,06/06/2018
152,SSVT,21/05/2018,17/08/2018
683,SSPN,28/05/2018,31/05/2018
893,FAWH,28/05/2018,21/07/2018
685,PHIW,29/05/2018,18/08/2018
604,GEVK,29/05/2018,08/07/2018
157,MABC,03/06/2018,04/08/2018
968,ENHQ,03/06/2018,04/09/2018
507,CHBZ,17/06/2018,07/09/2018
33,MAVW,18/06/2018,06/08/2018
264,ENQJ,20/06/2018,29/08/2018
713,SSOK,20/06/2018,15/08/2018
916,COYX,20/06/2018,02/09/2018
238,SSVD,26/06/2018,13/08/2018
275,CHQK,01/07/2018,27/09/2018
253,FAZJ,03/07/2018,08/09/2018
771,GEJG,04/07/2018,17/07/2018
262,CHZA,05/07/2018,10/07/2018
22,CHCX,07/07/2018,12/09/2018
972,MABW,07/07/2018,02/08/2018
626,SSXO,10/07/2018,10/08/2018
498,FAOU,13/07/2018,11/08/2018
194,SSPN,14/07/2018,09/08/2018
823,GEJJ,25/07/2018,05/09/2018
744,GEDA,25/07/2018,31/10/2018
615,ENUE,25/07/2018,06/10/2018
600,MAHK,26/07/2018,27/07/2018
351,FAVT,26/07/2018,26/08/2018
62,CHVE,08/08/2018,05/09/2018
886,MAHK,08/08/2018,12/10/2018
856,ENQV,09/08/2018,30/08/2018
381,FAWH,09/08/2018,16/08/2018
940,CHUA,10/08/2018,14/08/2018
296,MADP,16/08/2018,31/08/2018
224,GEOL,17/08/2018,20/09/2018
773,SSQT,19/08/2018,25/08/2018
441,GEMR,20/08/2018,24/08/2018
107,ENUC,20/08/2018,29/09/2018
7,SSXO,22/08/2018,25/10/2018
649,GEFK,23/08/2018,09/09/2018
7,BICP,23/08/2018,27/08/2018
866,SSAM,25/08/2018,07/11/2018
13,GEAW,26/08/2018,20/09/2018
